105,,ws,anythingᵃ,,(anything = aᵃ thing),,,
106,,ws,anything,,(anything = any thing),2,,
107,,d,anything except,x,(anything except bRc) ≡ (((z=~b) → (zRc)) & (b~Rc)),2,,
108,,ds,every,,(every=any),2,,
109,,ws,everyone,,(everyone = any person),2,,
110,,ds,everyone except,,(everyone except = anyone except),2,,
111,,ws,everything,,(everything = any thing),2,,
112,,d,everything except,,(everything except = anything except),2,,
113,,d,everything exceptᵖ,,(((everything exceptᵖ bRc) & (bIGy) & (bOFPd)) ≡ (((z~IGd) → (zRc)) & ((yIGd) → (y~Rc)))) & (y=plural form),2,,
114,,dd,few,,(d=many) & (((few bRc) & (bOFPd) & (bIGe)) ≡ ((zIGd) & (zRc) & (zIAd) & (yIGd) & (y~Rc) & (yANe) & (eAF 0) & (zANf) & (eAFf))) & (e=plural form),2,,
115,,pa,it,,hard coded,2,,
116,,dd,manyᵈ,x,(((manyᵈ bRc) & (bOFPd) & (bIGf)) ≡ ((zRc) & (zIGb) & (zIAe))) & (e=many) & (f=plural form),2,d = determinative,
117,,o,manyᵈ,,"E.g. If all presidents up to 2012 have been male, then manyᵈ presidents up to 2012 have been male.",2,,
118,,dd,manyᵐ,,(d=many) & (((manyᵐ bRc) & (bOFPd) & (bIGe)) ≡ ((zIGb) & (zRc) & (zIAd) & (yIGb) & (y~Rc) & (yANe) & (y ≠ z) & (zIAg) & (yIAg) & (eAF 0) & (zANf) & (fAFe))) & (e=plural form) & (g=indefinite),2,m = the majority,
119,,dd,manyʳ,,(d=many) & (((manyʳ bRc) & (bOFPd) & (bIGe)) ≡ ((every zIGd) & (every zRc) & (every yIGd) & (no yRc) & (yANf) & (zANg) & (fAFg))) & (e=plural form),2,,
120,,o,manyʳ,,EXP - we might replace manyᵐ with manyʳ later,,,
121,,dd,manyⁿ,,(((manyⁿ bRc) & (bOFPd) & (bIGe)) ≡ ((zIGd) & (zRc) & (zIAg) & (yIGd) & (y~Rc) & (yIAg) & (yIAf) & (zIAf) & (yIAh) & (zIAh) & (y ≠ z))) & (e=plural form) & (f=indefinite) & (g=many) & (h=particular),2,n = not all,
122,,dd,manyⁿ,,E.g. If saw manyⁿ stars then it doesnt follow that I saw the majority of stars,2,,
123,,dd,manyᵒ,,(((manyᵒ bIGc) & (bOFPd) & (bIGe) & (cOFPf) & (cIGe)) ≡ ((zIGf) & (zIGd) & (zIAd) & (yIGd) & (y~IGf) & (yIAd) & (zIAh) & (yIAh))) & (e=plural form) & (g=many) & (h=indefinite),2,,
124,,dd,manyˢ,,(manyˢ bRc) ≡ ((zIGb) & (zRc) & (zIAd) & (yIGb) & (y~Rc) & (yIAd)),2,,
125,,dd,manyˢ,,EXP - the sole purpose of the above is that when we negate 'everyone' we negate a singular noun and since 'not everyone' is equivalent to 'many people' we need 'many' to modify a singular noun.,2,,
126,,dd,no,x,(((no bRc) & (bIGy) & (bOFPd)) ≡ ((xIAe) & (xIGd) & (zIAf) & ((zIGd) → (z~Rc)))) & (y=plural form) & (e=definite) & (f=general),2,,
127,,d,no one except,,((no one except bRc) ≡ ((only bRc) & (bIGd))) & (d=person),2,,
128,,ds,none of the,,(none of the = no),2,,
129,,d,noˢ,,((noˢ bRc) ≡ (((zIGb) → (z~Rc)) & (yIGb) & (zIAe) & (yIAd))) & (d=definite) & (e=general),2,,
130,,ws,nothing,,(nothing = noˢ thing),2,,
131,,ds,nothing except,,(nothing except = only),2,,
132,,ds,nothing exceptᵖ,,(nothing exceptᵖ = onlyᵖ),2,,
133,,d,nothingᵈ,,((nothingᵈ bRc) ≡ ((no b dRc) & (dIGz))) & (z=thing),2,,
134,,d,nothingᵈ,,E.g. Nothingᵈ gigantic isᵃ small iff no giant is small.,2,d=determinative,
135,,xs,notⁱ a,,(notⁱ a = noˢ),2,,
136,,xs,notⁱ aᵃ,,(notⁱ aᵃ = noˢ),2,,
137,,xs,notⁱ a,,(notⁱ a = noˢ),2,,
138,,xs,notⁱ all,h,(notⁱ all = manyⁿ),2,,
139,,xs,notⁱ anything,,(notⁱ anything = no thing),2,,
140,,xs,notⁱ everyone,,(notⁱ everyone = manyˢ person),2,,
141,,xs,notⁱ everything,,(notⁱ everything = manyˢ thing),2,,
142,,dd,notⁱ manyᵈ,,(((notⁱ manyᵈ bRc) & (bOFPd) & (bIGe)) ≡ (exactly one dRc)) & (e=plural form),2,,
143,,xs,notⁱ manyᵐ,,(notⁱ manyᵐ = few),2,,
144,,xs,notⁱ manyⁿ,,(notⁱ manyⁿ = every),2,,
145,,xs,notⁱ manyⁿ,,"E.g. Notⁱ justʳ manyⁿ men are mortal, all men areᵃ mortal",2,,
146,,ds,one,,(one=some),2,,
147,,ds,one of,,(one of=some),2,,
148,,dd,only,x,(only bRc) ≡ (((z=~b) → (z~Rc)) & (bRc)),2,,
149,,dd,onlyᵖ,x,(((onlyᵖ bRc) & (bIGx) & (bOFPd)) ≡ (((z~IGd) → (z~Rc)) & (any dRc))) & (x=plural form),2,,
150,,ds,some,,(some=a),2,,
151,,ds,some of the,,(some of the = manyᵈ),2,,
152,,ds,someᵐ,,(someᵐ = manyᵈ),2,m = many,
153,,ds,someᵒ,,(someᵒ = manyᵒ),2,,
154,,ws,someone,,(someone = some person),2,,
155,,ws,someoneⁿ,,(someoneⁿ = someᵐ person),2,,
156,,o,someᵖ,,E.g. Someᵖ UK prime ministers are male.,2,,
157,,ds,someᵖ,,(someᵖ = manyⁿ),2,,
158,,ws,something,,(something = a thing),,,
159,,ws,somethingᵃ,,(somethingᵃ = aᵃ thing),2,,
160,,ds,thatᵈ,,(thatᵈ=the),2,d = determinative,
161,,ddi,the,x,((the bRc) ≡ ((zRc) & (zIGb) & (zIAe) & (zIAd))) & (d=particular) & (e=definite),2,,
162,,ds,theᵃ,,(theᵃ=a),2,,
163,,ds,theᵃ,,E.g. Logic nourishes theᵃ soul iff logic nourishes some souls.,2,,
164,,dr,theʳ,,redundant,2,,
165,,ds,this,,(this=the),2,,
166,,p,he,,(d=person) & (e=male) & ((he Rc) ≡ ((cRb) & (cIAe) & (cIGd))) & (g=definite) & (h=particular),3,,
167,,ps,her,,(her=she),3,,
168,,q,herᵖ,,(d=person) & (e=female) & ((herᵖ bRc) ≡ ((bRc) & (dIAe) & (dPSb))),3,,
169,,ps,him,,(him=he),3,,
170,,q,his,,(e=male & ((his bRc) ≡ ((bRc) & (dIGe) & (dPSb))),3,,
171,,p,ii,,(d=person) & ((ii Rb) ≡ ((cRb) & (cIGd) & (cIAg) & (cIAh))) & (g=definite) & (h=particular),3,,
172,,p,ii,,"E.g. in the sentence I think, I is replaced with ii.",3,,
173,,pa,itᵖ,,propositional it,3,,
174,,o,itᵖ,,E.g. Itᵖ is false that some pigs fly.,3,,
175,,p,itʷ,,hard coded,3,,
176,,p,itʷ,,E.g. itʷ is raining,3,w = world,
177,,ps,me,,(me=ii),3,,
178,,p,my,,(e=person & ((my bRc) ≡ ((bRc) & (dIGe) & (dPSb))),3,,
179,,q,our,,(d=person) & ((our bRc) ≡ ((bRc) & (eIGd) & (zIGe) & (ePSb))),3,,
180,,p,she,,(d=person) & (e=female) & ((she Rc) ≡ ((cRb) & (cIGd) & (cIAe) & (cIAg) & (cIAh))) & (g=definite) & (h=particular),3,,
181,,q,their,,(d=person) & ((their bRc) ≡ ((bRc) & (eIGd) & (zIGe) & ((eHb) ⊻ (eHWb) ⊻ (eOWNb)))),3,,
182,,ps,them,,(them=they),3,,
183,,p,they,,(d=person) & ((they Rb) ≡ ((cRb) & (cIGd) & (zIGc) & (cIAg) & (cIAh))) & (g=definite) & (h=particular),3,,
184,,p,we,,(d=person) & ((we Rc) ≡ ((cRb) & (cIGd) & (zIGc) & (cIAg) & (cIAh))) & (g=definite) & (h=particular),3,,
185,,p,you,,(d=person) & ((you Rb) ≡ ((cRb) & (cIGd) & (cIAg) & (cIAh))) & (g=definite) & (h=particular),3,,
186,,p,youᵖ,,(d=person) & ((youᵖ Rb) ≡ ((cRb) & (cIGd) & (zIGc))) & (g=definite) & (h=particular),3,,
187,,q,your,,(e=person) & ((your bRc) ≡ ((bRc) & (dIGe) & (dPSb))),3,,
188,,q,yourᵖ,,(d=person) & ((yourᵖ bRc) ≡ ((bRc) & (eIGd) & (zIGe) & (ePSb))),3,,
189,,n,ability,,(c=ability) & (e=possible worlds) & (((bIGc) & (bOFd) & (R VCPb)) ≡ ((z⇿dR) & (w⇿d~R) & ((zSTRw Tu) → (zP mn e Tt)) & (tSUTu))),4,,
190,,r,aboveᵃ,ABO,(aboveᵃ=ABO) & ((bABOc) ≡ ((bSz) & (zABc))),4,,
191,,r,aboveᵐ,ABV,(aboveᵐ=ABV) & ((bABVc) ≡ ((bSz) & (cSy) & (zABy))),4,,
192,,n,absolute fact,,(b=absolute fact) & (c=abstract space) & ((pIGb) ≡ ((pPz) ⊻ (pIc))),4,,
193,,n,absolute facts,,(bPCPc) & (b=absolute facts) & (c=absolute fact),4,,
194,,ns,absolute state of affairs,,(absolute state of affairs=absolute facts),4,,
195,,a,absolutely consistent,,(b=absolutely consistent) & (c=abstract space) & ((pIAb) ≡ ((q⇿pIA⊤) & (qIc))),4,,
196,,a,absolutely true,,(b=absolutely true) & ((pIAb) ≡ (pIc)),4,,
197,,a,abstract,,(c=abstract) & (d=reality) & (e=relation) & ((bIAc) ≡ ((bAz) ⊻ (yAb) ⊻ (bId) ⊻ (b=d) ⊻ (sANb) ⊻ (bAWr) ⊻ (qAWb) ⊻ (bHWp) ⊻ (bHVo) ⊻ (nHVb) ⊻ (uIAb) ⊻ (tIGb) ⊻ (wSb) ⊻ (vTb) ⊻ (bIGe))),4,,
198,,n,abstract essence,,(c=abstract essence) & ((bIGc) ≡ ((zIGy) ≡ (zHb))),4,,
199,,n,abstract space,,(b=abstract space) ≡ (zIb),4,,
200,,n,abstract spatial part,,(c=abstract spatial part) & (bIGc) & ((bOFd)) ≡ (bINd)) & (zSb) & (ySd),4,,
201,,o,abstract spatial part,,E.g. The hypotenuse is part of a right triangle.,4,,
202,,n,abstract spatial whole,,(c=abstract spatial whole) & (((bIGc) & (bOFd)) ≡ ((zSb) & (ySd) & (dINb))),4,,
203,,n,abstract temporal part,,(c=abstract temporal part) & (duringᵗ=DR) & (((bIGc) & (bOFd)) ≡ ((zTb) & (yTd) & (bDRd))),4,,
204,,o,abstract temporal part,,E.g. A second is an abstract temporal part of a minute.,4,,
205,,n,abstract temporal whole,,(c=abstract temporal whole) & (((bIGc) & (bOFd)) ≡ ((zTb) & (yTd) & (bDURd))),4,,
206,,a,abstractᶜ,,(c=abstractᶜ) & (e=abstract) & (((bIAc) & (dIGb)) ≡ (dIAe)),4,,
207,,e,abstractly,,((bEX abstractly) ≡ ((bIAd) & (bIAc))) & (c=abstract) & (d=extant),4,,
208,,o,abstractly,,E.g.  Numbers exist abstractly.  The relation in the above must be exist,4,,
209,,a,absurd,,(b=absurd) & ((pIAb) ≡ ((p~IA⊤) & (¬p~IA⊤))),4,,
210,,a,acceptable,,(b=acceptable) & ((pIAb TO c) ≡ ((zCRRp) & (y⇿zPx) & (cDSy))),4,,
211,,n,action,,(d=action) & (cause=CAU) & (((bIGd) & (bOFc)) ≡ (cCAUb)),4,,
212,,a,actual,,(c=actual) & (((bIAc) & (bIGd)) ≡ (bIGd)),4,,
213,,ns,actual space,,(actual space=space),4,,
214,,rs,actualize,ACU,(actualize = materialize),4,,
215,,e,actually,,(b=abstract space) & ((p actually) ≡ (pIb)),4,,
216,,a,actualᵖ,,(c=actualᵖ) & (d=abstract space) & ((pIAc) ≡ (pId)),4,,
217,,a,alethic space,,(b=alethic space) & (c=relation) & (((R IAb) & (R IGc)) ≡ ((R=P) ⊻ (R=I) ⊻ (R=AI))),4,,
218,,r,allow,ALO,(allow=ALO) & (e⇿bPRVc) & ((bALOc) ≡ ((dTRYc) → (b~TRYe))),4,,
219,,e,always,,(b=moment) & (c=possible world) & (d=abstract space) & (qCRRp) & ((p always) ≡ (((eIGb) → ((pId) & (pTe))) & ((fIGc) → (qPf)))),4,,
220,,o,always,,EXP: b is the concept 'moment' and c is the concept 'possible world' and d is the concept 'abstract space' and p always iff if something is a moment then p exists at abstract space at it and q corresponds to p and if something is a possible world then q exists at it.,4,,
221,,rs,appear,,(appear=SM),4,,
222,,aa,arbitrary,,hard coded,,,
223,,n,arbitrary group,,(c=arbitrary group) & (x⇿(wIGb) ⇔ (wHv)) & (u⇿tBx) & ((bIGc) ≡ ((zIGb) & (yIGb) & ((sIGb) ≡ (sHu)))),4,,
224,,o,arbitrary group,,"EXP: the point of this definition is to accomadate the set\theoretical belief that members of sets need not have a property in common.  In reality, arbitrary groups need have no property in common, other than the property that someone believes that all of their members form a set.  All the members of real groups, on the other hand, share an objective property.",4,,
225,,ns,area ,,(area=region),4,,
226,,a,artificial,,(c=artificial) & (d=natural) & (f=person) & (g⇿bIAd) & (h=past) & ((bIAc) ≡ ((bIAd) & (eIGf) & (eCAg INTh)) ,4,,
227,,rs,atⁱ,,(atⁱ=INP),4,,
228,,o,atⁱ,,E.g. Im atⁱ Kieras house iff Im inᵖ Kieras house.,4,,
229,,rs,atⁿ,,(atⁿ=NXT),4,,
230,,o,atⁿ,,E.g. Im at the bank could mean that Im just outside the bank or that Im inᵖ the bank.,4,,
231,,n,atomic relationship,,(c=atomic relationship) & (d=subject) & (e=relation) & (f=object) & (g=truth value) & (h=locative molecular relationship) & (i=variable) & ((bIGc) ≡ ((zIGd) & (yIGe) & (wIGg) & (bHz) & (bHy) & (vIGf) & (bHV) & (bHv) & (vIGi) & (zIGi) & (uIGh) & (bIGd) & (uHb))),4,,
232,,a,atomicᵖ,,(b=atomicᵖ) & (c=property) & (e=relationship) & (g⇿fHd) & (((dIGc) & (dIAb)) ≡ ((hIGe) → (h⊬g))),4,,
233,,a,atomicʳ,,(b=atomicʳ) & (f=relationship) & (h=relation) & (c⇿dRe) & (((R IAb) & (R IGf)) ≡ ((gIGf) → (g⊬c))),4,,
234,,rs,atᵖ,,(atᵖ = participate),4,,
235,,rs,attempt,,(attempt=TRY),4,,
236,,as,authentic,,(authentic=actual),4,,
237,,na,authority,,postponed,4,,
238,,rs,aware of,,(aware of=TK),4,,
239,,n,axiom,,(c=axiom) & (d=relationship) & ((bIGc) ≡ ((eIGd) → (e⊬b))),4,,
240,,a,bald,,(c=bald) & (d=hairs) & (g=hair) & ((bIAc SeTf) ≡ ((bHW ~mn dSeTf) ⊻ ((zIGg) → (b~HWz SeTf)))),4,,
241,,o,bald,,EXP: the reason why we have 'hairs areᵍ b' is because we need to indicate that the hairs are part or belong to the person in question and the IG relation accomplishes this.  What this definition allows us to verify is someone is bald iff they have few or no hairs at a certain spot.,4,,
242,,r,become natural,BCN,(become=BCN) & (z=natural) & ((bBCNz Tc) ≡ (bMTL Tc),4,,
243,,r,before,BF,(before=BF) & ((bBFc) ≡ (cAb)),4,,
244,,r,behind,BH,(behind=BH) & ((bBHc) ≡ (cFRb)),4,,
245,,n,belief,,(c=belief) & ((bIGc) ≡ ((zBb) & (yHWz))),4,,
246,,r,believe,B,(believe=B) & (z=true) & (y=relationship) & (d⇿cIAz) & ((bBc) ≡ ((bTKc) & (cIGy) & (bTKd))),4,,
247,,r,believe (negated),~B,(not believe=B) & (d=true) & (e=relationship) & ((b~Bc) ≡ ((bTKc) & (cIGe) & (z⇿cIAd) & (b~TKz))),4,,
248,,rs,believes,,(believes = B),4,,
249,,r,believesᵗ,BT,(believe tentatively=BT) & ((bBTp) ≡ ((q⇿b~Bp) & (r⇿qPz) & (bBr) & (bBp))),4,,
250,,o,believesᵗ,,EXP: what this definition means is that we believe something tentatively iff we believe that there is a probability that we will not believe it in the future which is what the P relation allows us to do.,4,,
251,,rs,believeᵗ ,,(believeᵗ=BT),4,t = tentatively,
252,,rs,belongᵍ ,,(belongᵍ=IG),4,g = group,
253,,rs,belong to,,(belong to = isᵍ),4,,
254,,rs,belongs to,,(belongs to = isᵍ),4,,
255,,r,belongᵒ,BLG,(belongᵒ=BLG) & ((bBLGc) ≡ (cOWNb)),4,,
256,,r,below,BEL,(belowᵃ=BEL) & ((bBELc) ≡ ((bSz) & (cABz))),4,,
257,,r,below,BW,(below=BW) & ((bBWc) ≡ (cABb)),4,,
258,,r,belowᵐ,BLW,(belowᵐ=BLW) & ((bBLWc) ≡ ((bSz) & (bSy) & (yABz))),4,,
259,,r,betweenᵖ,BTP,(betweenᵖ=BTP) & ((bBTPc d) ≡ ((bANz) & (cANy) & (dANx) & (((xAFz) & (zAFy)) ⊻ ((yAFz) & (zAFx))))),4,,
260,,r,betweenᵖ,BTW,(between=BTW) & ((bBTWc d) ≡ (((bAFc) & (dAFb)) ⊻ ((dAFb) & (cAFb)))),4,n=number,
261,,rs,betweenᵗ ,,(betweenᵗ=CBT),4,t = time,
262,,ns,body ,,(body=matter),4,,
263,,n,boundary,,(c=boundary) & (((bIGc) & (dHb)) ≡ (dINb)),4,,
264,,rs,break,,(break=VIO),4,,
265,,n,broad reality,,(d=abstract space) & ((b=broad reality) ≡ (((zId) ⊻ (xPy)) → (zIGb))),4,,
266,,ea,canᵃ,,(d=ability) & (((p⇿bR) & (p canᵃ) & (R VCPc)) ≡ (cIGd)),4,,
267,,o,canᵃ,,E.g. Bob canᵃ speak Dutch.,4,,
268,,e,cannotʷ,,(state=STT) & (c=absolutely false) & (((p cannotʷ) & (bSTTp)) ≡ ((bDSz) & (z⇿pIAc))),4,,
269,,o,cannotʷ,,EXP: It cannot be the case that we've lost iff I hope that we haven't lost.,4,,
270,,as,case,,(case = true),4,,
271,,ns,category ,,(category=kind),4,,
272,,n,causal part,,(c=causal part) & (((bIGc) & (bOFd)) ≡ ((dCAUc) & (bIGd))),4,,
273,,o,causal part,,E.g. Women were an important part of the reform movement.  What this means is that several things caused the reform which form a real group and the actions of women were a member of that group.,4,,
274,,n,causal whole,,(c=causal whole) & (((bIGc) & (bOFd)) ≡ ((bCAUc) & (dIGb))),4,,
275,,r,cause,CA,(cause=CA) & (succeedᵗ=SUT) & ((b ScTd CA e ScTf) ≡ ((z⇿eSc) & (y⇿¬eSc) & ((bScTd) → ((y~PαTx) & (zPαTx) & (eScTf))) & (fSUTx) & (xSUTd))),4,,
276,,rs,causeᵃ,,(causeᵃ=MK),4,,
277,,r,causeⁱ,CAU,(causeⁱ=CAU) & ((bCAUc) ≡ ((bSz Ty CA c SzTx))),4,,
278,,r,causeᵖ,CAS,(causeᵖ=CAS) & (e=abstract space) & ((bCASc GVd) ≡ ((((dIe Ty) & (bSzTy)) → (cPx)) & (xANw) & (((dIe Ty) & (b~SzTy)) → (cPv)) & (vANu) & (wAFu))),4,,
279,,a,certain,,(b=certain) & (((cIAb) & (cTOd Tg)) ≡ ((e⇿(cIf)) & (dTKe Tg) & (h⇿(d~TKe Tk)) & (i⇿((jIGm) → (h~Pj))) & (kAg) & (dTKi))) & (f=reality) & (g=now) & (m=possible world),4,,
280,,ns,characteristic ,,(characteristic=property),4,,
281,,r,chronologically between,CBT,(chronologically between=CBT) & ((bCBTc d) ≡ (((bAc) & (dAb)) ⊻ ((bAd) & (cAb)))),4,,
282,,o,chronologically between,,E.g. 1912 is chronologically between 1910 and 1914 iff 1912 is after 1910 and 1914 is after 1912.,4,,
283,,ns,complex individual,,(complex individual=individual),4,,
284,,n,conceptⁿ,,(c=conceptⁿ) & ((bIGc) ≡ (zIGb)),4,,
285,,n,conceptᵃ,,(c=conceptᵃ) & ((bIGc) ≡ (yIAb)),,,
286,,na,concept phrase,,concept phrase: postponed,4,,
287,,o,concept phrase,,E.g. Walking home is a concept\phrase.,4,,
288,,ns,conceptᵖ,,(conceptᵖ=plan),4,p=plan,
289,,,conceptᵖ,,"E.g. The United States never did ratify the Treaty of Versailles nor join the League of Nations, which had initially been Wilsons concept. ",4,,
290,,as,concrete,,(concrete=particular),4,,
291,,o,concrete,,E.g. The North Pole is a concrete point iff the North Pole is a particular point.,4,,
292,,ns,condition,,(condition=property),4,,
293,,o,condition,,E.g. He is in a miserable condition.,4,,
294,,ns,conditionˢ,,(conditionˢ=situation),4,,
295,,o,conditionˢ,,"E.g. If the following condition is actual, i.e., there is a fire, run for the fire exit.",4,,
296,,o,conscious,,E.g. b is conscious of dogs iff b thinks about dogs.,4,,
297,,rs,conscious of,,(conscious of=TK),4,,
298,,r,contain,CT,(contain=CT) & ((bCTc) ≡ (cINb)),4,,
299,,a,contingently contradictory,,(b=contingently contradictory) & (c=contingent) & ((p∧qIAb) ≡ ((pIAc) & (qIAc) & (p∧q~IA⊤))),4,,
300,,a,contingently false,,(b=contingently false) & (c=abstract space) & ((pIAb) ≡ ((pIA⊤) & (¬pIA⊤) & (p~Ic))),4,,
301,,a,contingently true,,(b=contingently true) & (c=abstract space) & ((pIAb) ≡ ((pIA⊤) & (¬pIA⊤) & (pIc))),4,,
302,,rs,contrary of,,(contrary of=NEG),4,,
303,,as,contrasting ,,(contrasting=different),4,,
304,,a,conventionally necessary,,(b=conventionally necessary) & (d=people) & (e=strange) & (f=rude) & (v⇿u~Pα) & (x⇿(zIAe) ⊗ (zIAf)) & ((pIAb SsTt) ≡ (((mn dDSv SsTt) ⊻ (all dDSv SsTt)) & (uCRRp) & (yCRRp) & ((z~CAy SsTt) → ((mn dBx SsTt) ⊻ (all dBx SsTt))) & ((zCAy SsTt) → ((mn d~Bx SsTt) ⊻ (all d~Bx SsTt))))),4,,
305,,r,correspond,CRR,(correspond=CRR) & (b=abstract space) & (y⇿(xAIw) ⊗ (xIb) ⊗ (xPw)) & ((pCRRq) ≡ ((pHy) & (((pHz) & (z=~y)) → (qHz)))),4,,
